tick,frame,action,normalized_steer,p_left,p_straight,p_right,latency_ms,start_lateness_ms,deadline_missed,skipped_slots
34,004037.jpg,1,-0.01068788706618215,0.2964664399623871,0.4153532087802887,0.28818032145500183,3.262501209974289,5.014002323150635,0,0
35,004041.jpg,1,-0.0076824252529944514,0.2946496307849884,0.4117359519004822,0.29361435770988464,2.6607923209667206,2.3679621517658234,0,0
36,004045.jpg,1,0.003969950568401687,0.2742122411727905,0.42488136887550354,0.30090636014938354,3.226460888981819,5.016043782234192,0,0
37,004049.jpg,1,0.009901964335058633,0.27627938985824585,0.40627434849739075,0.3174463212490082,2.8012488037347794,2.119755372405052,0,0
38,004053.jpg,1,0.02306988193554997,0.27730080485343933,0.37220650911331177,0.3504926562309265,3.0857082456350327,2.7565881609916687,0,0
39,004057.jpg,1,0.04077498680860668,0.2549266219139099,0.3745737671852112,0.3704996109008789,2.3831240832805634,5.012296140193939,0,0
40,004061.jpg,1,0.01852282616931164,0.28560784459114075,0.3664036691188812,0.34798845648765564,2.9497481882572174,2.4690479040145874,0,0
41,004066.jpg,1,0.017531063436286576,0.26592937111854553,0.40873265266418457,0.3253380060195923,2.7025006711483,3.5519618541002274,0,0
42,004070.jpg,1,-0.015050037787742498,0.3172883987426758,0.3837137222290039,0.2989978492259979,3.1157508492469788,3.112463280558586,0,0
43,004074.jpg,1,-0.016491633512758175,0.3040575683116913,0.4140562415122986,0.2818862199783325,3.1265001744031906,3.381088376045227,0,0
44,004078.jpg,1,-0.018835204793299032,0.30471551418304443,0.41841599345207214,0.2768684923648834,3.2156649976968765,5.015423521399498,0,0
45,004082.jpg,1,-0.0007360977611466368,0.275714248418808,0.43326929211616516,0.2910163998603821,2.824956551194191,1.8561724573373795,0,0
46,004086.jpg,1,0.010284394090577353,0.2770346701145172,0.40381288528442383,0.3191524147987366,3.086211159825325,4.468211904168129,0,0
47,004090.jpg,1,0.01023907968718872,0.268490195274353,0.4212561249732971,0.31025373935699463,3.1573325395584106,2.593671903014183,0,0
48,004094.jpg,1,0.009404609855556967,0.27692413330078125,0.4061748683452606,0.31690099835395813,3.149166703224182,2.8859227895736694,0,0
49,004099.jpg,1,-0.016423616821705067,0.30951517820358276,0.40281984210014343,0.2876650094985962,2.5548357516527176,5.014630034565926,0,0
50,000000.jpg,1,-0.0156985216939583,0.31207001209259033,0.3958752751350403,0.292054682970047,2.8039999306201935,4.660462960600853,0,0
51,000004.jpg,1,-0.005846807515495073,0.2947450578212738,0.407082200050354,0.2981727421283722,2.8180833905935287,5.028173327445984,0,0
52,000008.jpg,1,0.004497116699285347,0.28159239888191223,0.40862929821014404,0.30977827310562134,2.6928316801786423,5.010172724723816,0,0
53,000012.jpg,1,-0.0032668054025495052,0.2735591232776642,0.4437903165817261,0.28265053033828735,3.010248765349388,2.7242153882980347,0,0
54,000016.jpg,1,-0.006699649055074988,0.2807663083076477,0.43751126527786255,0.28172239661216736,3.193708136677742,1.9222982227802277,0,0
55,000020.jpg,1,-0.012854623645545044,0.3057897984981537,0.40170493721961975,0.2925052344799042,2.804333344101906,1.904590055346489,0,0
56,000024.jpg,1,-0.006933158592341837,0.31304702162742615,0.3725951313972473,0.3143579065799713,2.4622920900583267,5.013631656765938,0,0
57,000028.jpg,1,-0.006920231958255668,0.29391029477119446,0.4113837778568268,0.29470589756965637,2.581959590315819,5.010256543755531,0,0
58,000033.jpg,1,-0.0014052179624916977,0.2846539318561554,0.4167603850364685,0.2985856235027313,2.621166408061981,5.035173147916794,0,0
59,000037.jpg,1,0.0033353667607225607,0.2768948972225189,0.42098134756088257,0.3021237254142761,2.317836508154869,5.011880770325661,0,0
60,000041.jpg,1,-0.01736693550458636,0.2786380648612976,0.46774822473526,0.2536137104034424,2.3425444960594177,2.4040471762418747,0,0
61,000045.jpg,1,-0.015567501410269025,0.29247283935546875,0.43531110882759094,0.2722160220146179,1.9378755241632462,2.1447576582431793,0,0
62,000049.jpg,1,-0.0106038227708172,0.2678614556789398,0.47317612171173096,0.2589624226093292,1.9321665167808533,5.013799294829369,0,0
63,000053.jpg,1,-0.014069006616694607,0.297379732131958,0.4217160642147064,0.2809041738510132,1.922084018588066,1.7166323959827423,0,0
64,000057.jpg,1,-0.018606146512732735,0.3148353099822998,0.39733079075813293,0.28783395886421204,2.434041351079941,2.566341310739517,0,0
65,000061.jpg,1,-0.03422260080442524,0.34128159284591675,0.3816278576850891,0.27709048986434937,2.6429593563079834,5.0117988139390945,0,0
66,000066.jpg,1,-0.035553071518604984,0.32990124821662903,0.40794652700424194,0.26215222477912903,2.8829164803028107,2.278631553053856,0,0
67,000070.jpg,1,-0.023264387331677516,0.3183154761791229,0.40158966183662415,0.28009483218193054,2.4896692484617233,2.7975067496299744,0,0
68,000074.jpg,1,-0.031020202904413374,0.3162682354450226,0.42458799481391907,0.2591438293457031,2.9141679406166077,2.108050510287285,0,0
69,000078.jpg,1,-0.0254870645617018,0.3161810636520386,0.41132017970085144,0.2724987268447876,3.0576232820749283,2.919800579547882,0,0
70,000082.jpg,1,-0.03457309662369776,0.32076919078826904,0.42409029603004456,0.2551404535770416,2.8769616037607193,5.020506680011749,0,0
71,000086.jpg,1,-0.02189781214418715,0.31888318061828613,0.3971175253391266,0.2839992940425873,2.3017078638076782,5.01546636223793,0,0
72,000090.jpg,1,-0.030275564308624825,0.3299892842769623,0.3949444890022278,0.27506619691848755,2.854499965906143,1.9180923700332642,0,0
73,000094.jpg,1,-0.03475510218637862,0.3464325964450836,0.3724725544452667,0.2810947597026825,2.5498345494270325,3.2839253544807434,0,0
74,000099.jpg,1,-0.015029636623328069,0.297168493270874,0.42447876930236816,0.2783527374267578,2.5022514164447784,1.463383436203003,0,0
75,004000.jpg,1,0.02701106958367938,0.26856112480163574,0.38035914301872253,0.35107970237731934,2.414500340819359,4.841675981879234,0,0
76,004004.jpg,2,0.018598231529902032,0.3056763708591461,0.32551008462905884,0.36881351470947266,2.753041684627533,2.4634674191474915,0,0
77,004008.jpg,1,0.00878619026256422,0.28606653213500977,0.3891315162181854,0.3248019218444824,3.099501132965088,2.5839265435934067,0,0
78,004012.jpg,1,0.029579632502697156,0.2628405690193176,0.38572248816490173,0.35143688321113586,2.8414595872163773,5.012175068259239,0,0
79,004016.jpg,1,0.020271145998227658,0.262454628944397,0.40912342071533203,0.3284219205379486,3.151165321469307,4.125969484448433,0,0
80,004020.jpg,1,0.014215790126402117,0.27350932359695435,0.4014117419719696,0.32507896423339844,2.9287077486515045,5.013966932892799,0,0
81,004024.jpg,1,0.015950309485094294,0.27385276556015015,0.3965003788471222,0.3296467959880829,3.2003745436668396,3.3927597105503082,0,0
82,004028.jpg,1,-0.00033696435951394155,0.29297542572021484,0.3972841203212738,0.30974051356315613,2.919040620326996,2.875968813896179,0,0
83,004033.jpg,1,-0.013514036625920267,0.30477041006088257,0.4053751826286316,0.2898544669151306,3.2676663249731064,1.2531355023384094,0,0
84,004037.jpg,1,-0.01068788706618215,0.2964664399623871,0.4153532087802887,0.28818032145500183,2.8952080756425858,5.012886598706245,0,0
85,004041.jpg,1,-0.0076824252529944514,0.2946496307849884,0.4117359519004822,0.29361435770988464,3.237081691622734,5.022261291742325,0,0
86,004045.jpg,1,0.003969950568401687,0.2742122411727905,0.42488136887550354,0.30090636014938354,2.6557501405477524,1.1863447725772858,0,0
87,004049.jpg,1,0.009901964335058633,0.27627938985824585,0.40627434849739075,0.3174463212490082,2.6770830154418945,2.330135554075241,0,0
88,004053.jpg,1,0.02306988193554997,0.27730080485343933,0.37220650911331177,0.3504926562309265,3.481416031718254,3.258677199482918,0,0
89,004057.jpg,1,0.04077498680860668,0.2549266219139099,0.3745737671852112,0.3704996109008789,2.7980413287878036,1.8628034740686417,0,0
90,004061.jpg,1,0.01852282616931164,0.28560784459114075,0.3664036691188812,0.34798845648765564,3.2001249492168427,2.694094553589821,0,0
91,004066.jpg,1,0.017531063436286576,0.26592937111854553,0.40873265266418457,0.3253380060195923,3.2108761370182037,3.359386697411537,0,0
92,004070.jpg,1,-0.015050037787742498,0.3172883987426758,0.3837137222290039,0.2989978492259979,3.1206272542476654,2.089802175760269,0,0
93,004074.jpg,1,-0.016491633512758175,0.3040575683116913,0.4140562415122986,0.2818862199783325,3.111792728304863,2.042219042778015,0,0
94,004078.jpg,1,-0.018835204793299032,0.30471551418304443,0.41841599345207214,0.2768684923648834,3.2572485506534576,2.1711792796850204,0,0
95,004082.jpg,1,-0.0007360977611466368,0.275714248418808,0.43326929211616516,0.2910163998603821,2.6827920228242874,5.019010975956917,0,0
96,004086.jpg,1,0.010284394090577353,0.2770346701145172,0.40381288528442383,0.3191524147987366,2.661624923348427,1.2054704129695892,0,0
97,004090.jpg,1,0.01023907968718872,0.268490195274353,0.4212561249732971,0.31025373935699463,2.770084887742996,5.014678463339806,0,0
98,004094.jpg,1,0.009404609855556967,0.27692413330078125,0.4061748683452606,0.31690099835395813,2.9574595391750336,5.012970417737961,0,0
99,004099.jpg,1,-0.016423616821705067,0.30951517820358276,0.40281984210014343,0.2876650094985962,3.0098315328359604,3.480220213532448,0,0
100,000000.jpg,1,-0.0156985216939583,0.31207001209259033,0.3958752751350403,0.292054682970047,2.867499366402626,5.010303109884262,0,0
101,000004.jpg,1,-0.005846807515495073,0.2947450578212738,0.407082200050354,0.2981727421283722,2.891372889280319,2.0155124366283417,0,0
102,000008.jpg,1,0.004497116699285347,0.28159239888191223,0.40862929821014404,0.30977827310562134,3.2040830701589584,1.859305426478386,0,0
103,000012.jpg,1,-0.0032668054025495052,0.2735591232776642,0.4437903165817261,0.28265053033828735,3.1077489256858826,5.014970898628235,0,0
104,000016.jpg,1,-0.006699649055074988,0.2807663083076477,0.43751126527786255,0.28172239661216736,3.3794566988945007,3.205055370926857,0,0
105,000020.jpg,1,-0.012854623645545044,0.3057897984981537,0.40170493721961975,0.2925052344799042,2.9647089540958405,5.013680085539818,0,0
106,000024.jpg,1,-0.006933158592341837,0.31304702162742615,0.3725951313972473,0.3143579065799713,2.7266666293144226,4.052888602018356,0,0
107,000028.jpg,1,-0.006920231958255668,0.29391029477119446,0.4113837778568268,0.29470589756965637,2.692500129342079,5.014762282371521,0,0
108,000033.jpg,1,-0.0014052179624916977,0.2846539318561554,0.4167603850364685,0.2985856235027313,2.4455003440380096,5.011221393942833,0,0
109,000037.jpg,1,0.0033353667607225607,0.2768948972225189,0.42098134756088257,0.3021237254142761,2.8877928853034973,4.4245123863220215,0,0
110,000041.jpg,1,-0.01736693550458636,0.2786380648612976,0.46774822473526,0.2536137104034424,2.944251522421837,3.9455965161323547,0,0
111,000045.jpg,1,-0.015567501410269025,0.29247283935546875,0.43531110882759094,0.2722160220146179,3.175584599375725,1.3072211295366287,0,0
112,000049.jpg,1,-0.0106038227708172,0.2678614556789398,0.47317612171173096,0.2589624226093292,2.6290006935596466,3.034304827451706,0,0
113,000053.jpg,1,-0.014069006616694607,0.297379732131958,0.4217160642147064,0.2809041738510132,2.947375178337097,1.0893475264310837,0,0
114,000057.jpg,1,-0.018606146512732735,0.3148353099822998,0.39733079075813293,0.28783395886421204,3.2424144446849823,5.020391196012497,0,0
115,000061.jpg,1,-0.03422260080442524,0.34128159284591675,0.3816278576850891,0.27709048986434937,2.9862895607948303,5.014557391405106,0,0
116,000066.jpg,1,-0.035553071518604984,0.32990124821662903,0.40794652700424194,0.26215222477912903,3.2167471945285797,0.9774323552846909,0,0
117,000070.jpg,1,-0.023264387331677516,0.3183154761791229,0.40158966183662415,0.28009483218193054,2.8803739696741104,5.021972581744194,0,0
118,000074.jpg,1,-0.031020202904413374,0.3162682354450226,0.42458799481391907,0.2591438293457031,2.926291897892952,1.3246387243270874,0,0
119,000078.jpg,1,-0.0254870645617018,0.3161810636520386,0.41132017970085144,0.2724987268447876,2.8994157910346985,0.9334329515695572,0,0
120,000082.jpg,1,-0.03457309662369776,0.32076919078826904,0.42409029603004456,0.2551404535770416,2.613622695207596,0.3889314830303192,0,0
121,000086.jpg,1,-0.02189781214418715,0.31888318061828613,0.3971175253391266,0.2839992940425873,2.696499228477478,5.017805844545364,0,0
122,000090.jpg,1,-0.030275564308624825,0.3299892842769623,0.3949444890022278,0.27506619691848755,2.102082595229149,5.019098520278931,0,0
123,000094.jpg,1,-0.03475510218637862,0.3464325964450836,0.3724725544452667,0.2810947597026825,2.628374844789505,4.2231399565935135,0,0
124,000099.jpg,1,-0.015029636623328069,0.297168493270874,0.42447876930236816,0.2783527374267578,2.480875700712204,5.0103068351745605,0,0
125,004000.jpg,1,0.02701106958367938,0.26856112480163574,0.38035914301872253,0.35107970237731934,2.742169424891472,4.932556301355362,0,0
126,004004.jpg,2,0.018598231529902032,0.3056763708591461,0.32551008462905884,0.36881351470947266,2.927001565694809,0.8558910340070724,0,0
127,004008.jpg,1,0.00878619026256422,0.28606653213500977,0.3891315162181854,0.3248019218444824,2.964334562420845,5.013348534703255,0,0
128,004012.jpg,1,0.029579632502697156,0.2628405690193176,0.38572248816490173,0.35143688321113586,2.9026661068201065,0.7568486034870148,0,0
129,004016.jpg,1,0.020271145998227658,0.262454628944397,0.40912342071533203,0.3284219205379486,2.87620909512043,4.901682958006859,0,0
130,004020.jpg,1,0.014215790126402117,0.27350932359695435,0.4014117419719696,0.32507896423339844,3.4737903624773026,1.6824323683977127,0,0
131,004024.jpg,1,0.015950309485094294,0.27385276556015015,0.3965003788471222,0.3296467959880829,2.899250015616417,5.013849586248398,0,0
132,004028.jpg,1,-0.00033696435951394155,0.29297542572021484,0.3972841203212738,0.30974051356315613,3.0732471495866776,0.9973086416721344,0,0
133,004033.jpg,1,-0.013514036625920267,0.30477041006088257,0.4053751826286316,0.2898544669151306,3.0884575098752975,4.808476194739342,0,0
134,004037.jpg,1,-0.01068788706618215,0.2964664399623871,0.4153532087802887,0.28818032145500183,3.0511245131492615,1.1122263967990875,0,0
135,004041.jpg,1,-0.0076824252529944514,0.2946496307849884,0.4117359519004822,0.29361435770988464,2.73333303630352,4.909183830022812,0,0
136,004045.jpg,1,0.003969950568401687,0.2742122411727905,0.42488136887550354,0.30090636014938354,2.901291474699974,5.012141540646553,0,0
137,004049.jpg,1,0.009901964335058633,0.27627938985824585,0.40627434849739075,0.3174463212490082,2.7263760566711426,1.2229736894369125,0,0
138,004053.jpg,1,0.02306988193554997,0.27730080485343933,0.37220650911331177,0.3504926562309265,2.801584079861641,0.6588492542505264,0,0
139,004057.jpg,1,0.04077498680860668,0.2549266219139099,0.3745737671852112,0.3704996109008789,3.117792308330536,0.7258076220750809,0,0
140,004061.jpg,1,0.01852282616931164,0.28560784459114075,0.3664036691188812,0.34798845648765564,2.907292917370796,5.014974623918533,0,0
141,004066.jpg,1,0.017531063436286576,0.26592937111854553,0.40873265266418457,0.3253380060195923,3.1539592891931534,1.2890584766864777,0,0
142,004070.jpg,1,-0.015050037787742498,0.3172883987426758,0.3837137222290039,0.2989978492259979,2.348458394408226,0.2993922680616379,0,0
143,004074.jpg,1,-0.016491633512758175,0.3040575683116913,0.4140562415122986,0.2818862199783325,2.3270826786756516,5.010934546589851,0,0
144,004078.jpg,1,-0.018835204793299032,0.30471551418304443,0.41841599345207214,0.2768684923648834,2.471333369612694,4.548309370875359,0,0
145,004082.jpg,1,-0.0007360977611466368,0.275714248418808,0.43326929211616516,0.2910163998603821,2.979833632707596,5.017809569835663,0,0
146,004086.jpg,1,0.010284394090577353,0.2770346701145172,0.40381288528442383,0.3191524147987366,3.018917515873909,5.028810352087021,0,0
147,004090.jpg,1,0.01023907968718872,0.268490195274353,0.4212561249732971,0.31025373935699463,2.628045156598091,5.021058022975922,0,0
148,004094.jpg,1,0.009404609855556967,0.27692413330078125,0.4061748683452606,0.31690099835395813,2.692040055990219,5.012769252061844,0,0
149,004099.jpg,1,-0.016423616821705067,0.30951517820358276,0.40281984210014343,0.2876650094985962,2.4955403059720993,5.010852590203285,0,0
150,000000.jpg,1,-0.0156985216939583,0.31207001209259033,0.3958752751350403,0.292054682970047,2.7564577758312225,5.0126854330301285,0,0
151,000004.jpg,1,-0.005846807515495073,0.2947450578212738,0.407082200050354,0.2981727421283722,2.919083461165428,0.7194783538579941,0,0
152,000008.jpg,1,0.004497116699285347,0.28159239888191223,0.40862929821014404,0.30977827310562134,2.430832013487816,0.47322921454906464,0,0
153,000012.jpg,1,-0.0032668054025495052,0.2735591232776642,0.4437903165817261,0.28265053033828735,2.7801264077425003,4.348350688815117,0,0
154,000016.jpg,1,-0.006699649055074988,0.2807663083076477,0.43751126527786255,0.28172239661216736,2.949582412838936,4.3249353766441345,0,0
155,000020.jpg,1,-0.012854623645545044,0.3057897984981537,0.40170493721961975,0.2925052344799042,3.0096229165792465,0.20806118845939636,0,0
156,000024.jpg,1,-0.006933158592341837,0.31304702162742615,0.3725951313972473,0.3143579065799713,2.659084275364876,4.271019250154495,0,0
157,000028.jpg,1,-0.006920231958255668,0.29391029477119446,0.4113837778568268,0.29470589756965637,2.690168097615242,5.019810050725937,0,0
158,000033.jpg,1,-0.0014052179624916977,0.2846539318561554,0.4167603850364685,0.2985856235027313,2.544499933719635,5.016602575778961,0,0
159,000037.jpg,1,0.0033353667607225607,0.2768948972225189,0.42098134756088257,0.3021237254142761,2.6064999401569366,0.20481273531913757,0,0
160,000041.jpg,1,-0.01736693550458636,0.2786380648612976,0.46774822473526,0.2536137104034424,2.4765003472566605,5.009477958083153,0,0
161,000045.jpg,1,-0.015567501410269025,0.29247283935546875,0.43531110882759094,0.2722160220146179,2.5329161435365677,4.155268892645836,0,0
162,000049.jpg,1,-0.0106038227708172,0.2678614556789398,0.47317612171173096,0.2589624226093292,2.650544047355652,3.1233523041009903,0,0
163,000053.jpg,1,-0.014069006616694607,0.297379732131958,0.4217160642147064,0.2809041738510132,2.9639191925525665,5.012726411223412,0,0
164,000057.jpg,1,-0.018606146512732735,0.3148353099822998,0.39733079075813293,0.28783395886421204,3.0903760343790054,4.106186330318451,0,0
165,000061.jpg,1,-0.03422260080442524,0.34128159284591675,0.3816278576850891,0.27709048986434937,2.790626138448715,5.037561058998108,0,0
166,000066.jpg,1,-0.035553071518604984,0.32990124821662903,0.40794652700424194,0.26215222477912903,2.4506673216819763,5.01851923763752,0,0
167,000070.jpg,1,-0.023264387331677516,0.3183154761791229,0.40158966183662415,0.28009483218193054,2.4559590965509415,5.012603476643562,0,0
168,000074.jpg,1,-0.031020202904413374,0.3162682354450226,0.42458799481391907,0.2591438293457031,2.4246666580438614,5.015937611460686,0,0
169,000078.jpg,1,-0.0254870645617018,0.3161810636520386,0.41132017970085144,0.2724987268447876,2.820957452058792,0.044479966163635254,0,0
170,000082.jpg,1,-0.03457309662369776,0.32076919078826904,0.42409029603004456,0.2551404535770416,2.9464196413755417,5.015311762690544,0,0
171,000086.jpg,1,-0.02189781214418715,0.31888318061828613,0.3971175253391266,0.2839992940425873,2.8357934206724167,3.927478566765785,0,0
172,000090.jpg,1,-0.030275564308624825,0.3299892842769623,0.3949444890022278,0.27506619691848755,2.6738736778497696,3.8996469229459763,0,0
173,000094.jpg,1,-0.03475510218637862,0.3464325964450836,0.3724725544452667,0.2810947597026825,2.8565004467964172,1.0294392704963684,0,0
174,000099.jpg,1,-0.015029636623328069,0.297168493270874,0.42447876930236816,0.2783527374267578,2.664627507328987,3.857852891087532,0,0
175,004000.jpg,1,0.02701106958367938,0.26856112480163574,0.38035914301872253,0.35107970237731934,2.6174988597631454,5.013773217797279,0,0
176,004004.jpg,2,0.018598231529902032,0.3056763708591461,0.32551008462905884,0.36881351470947266,2.447456121444702,3.8107316941022873,0,0
177,004008.jpg,1,0.00878619026256422,0.28606653213500977,0.3891315162181854,0.3248019218444824,2.488626167178154,5.011480301618576,0,0
178,004012.jpg,1,0.029579632502697156,0.2628405690193176,0.38572248816490173,0.35143688321113586,3.208041191101074,0.24843961000442505,0,0
179,004016.jpg,1,0.020271145998227658,0.262454628944397,0.40912342071533203,0.3284219205379486,3.026667982339859,5.017271265387535,0,0
180,004020.jpg,1,0.014215790126402117,0.27350932359695435,0.4014117419719696,0.32507896423339844,2.5911256670951843,4.945272579789162,0,0
181,004024.jpg,1,0.015950309485094294,0.27385276556015015,0.3965003788471222,0.3296467959880829,3.0688736587762833,0.2673547714948654,0,0
182,004028.jpg,1,-0.00033696435951394155,0.29297542572021484,0.3972841203212738,0.30974051356315613,2.7538761496543884,5.0153955817222595,0,0
183,004033.jpg,1,-0.013514036625920267,0.30477041006088257,0.4053751826286316,0.2898544669151306,2.73049995303154,5.015062168240547,0,0
184,004037.jpg,1,-0.01068788706618215,0.2964664399623871,0.4153532087802887,0.28818032145500183,2.7411263436079025,0.7953140884637833,0,0
185,004041.jpg,1,-0.0076824252529944514,0.2946496307849884,0.4117359519004822,0.29361435770988464,2.712791785597801,2.572396770119667,0,0
186,004045.jpg,1,0.003969950568401687,0.2742122411727905,0.42488136887550354,0.30090636014938354,2.9534604400396347,0.8978545665740967,0,0
187,004049.jpg,1,0.009901964335058633,0.27627938985824585,0.40627434849739075,0.3174463212490082,2.8298739343881607,3.552481532096863,0,0
188,004053.jpg,1,0.02306988193554997,0.27730080485343933,0.37220650911331177,0.3504926562309265,2.673625946044922,5.018606781959534,0,0
189,004057.jpg,1,0.04077498680860668,0.2549266219139099,0.3745737671852112,0.3704996109008789,2.5632083415985107,3.1591467559337616,0,0
190,004061.jpg,1,0.01852282616931164,0.28560784459114075,0.3664036691188812,0.34798845648765564,2.717208117246628,4.564398899674416,0,0
191,004066.jpg,1,0.017531063436286576,0.26592937111854553,0.40873265266418457,0.3253380060195923,2.619333565235138,3.4629814326763153,0,0
192,004070.jpg,1,-0.015050037787742498,0.3172883987426758,0.3837137222290039,0.2989978492259979,2.9464997351169586,3.43935564160347,0,0
193,004074.jpg,1,-0.016491633512758175,0.3040575683116913,0.4140562415122986,0.2818862199783325,2.9130447655916214,3.4247301518917084,0,0
194,004078.jpg,1,-0.018835204793299032,0.30471551418304443,0.41841599345207214,0.2768684923648834,2.5962498039007187,3.391023725271225,0,0
195,004082.jpg,1,-0.0007360977611466368,0.275714248418808,0.43326929211616516,0.2910163998603821,2.7786660939455032,5.012482404708862,0,0
196,004086.jpg,1,0.010284394090577353,0.2770346701145172,0.40381288528442383,0.3191524147987366,2.8187092393636703,3.5491064190864563,0,0
197,004090.jpg,1,0.01023907968718872,0.268490195274353,0.4212561249732971,0.31025373935699463,2.391461282968521,3.320189192891121,0,0
198,004094.jpg,1,0.009404609855556967,0.27692413330078125,0.4061748683452606,0.31690099835395813,2.464624121785164,0.2383161336183548,0,0
199,004099.jpg,1,-0.016423616821705067,0.30951517820358276,0.40281984210014343,0.2876650094985962,2.6842914521694183,4.507150501012802,0,0
200,000000.jpg,1,-0.0156985216939583,0.31207001209259033,0.3958752751350403,0.292054682970047,2.5446657091379166,3.2621510326862335,0,0
201,000004.jpg,1,-0.005846807515495073,0.2947450578212738,0.407082200050354,0.2981727421283722,2.3573320358991623,5.010524764657021,0,0
